name,address1,city,state,code,country,website,descript
New Road Brewhouse,,Collegeville,Pennsylvania,,United States,,
New Zealand Breweries Limited,,,,,New Zealand,http://www.steinlager.co.nz/,
Niagara Falls Brewing,6863 Lundy's Lane,Niagara Falls,Ontario,0,Canada,,
Nicolet Brewing,,Florence,Wisconsin,,United States,,
Nikenjayamochi Kadoya Honten Co.,,,,,Japan,,
Ninkasi Brewing,272 Van Buren St,Eugene,Oregon,97402,United States,http://www.ninkasibrewing.com/,
Nodding Head Brewpub,1516 Sansom Street,Philadelphia,Pennsylvania,19102,United States,http://www.noddinghead.com/,
Nor'Wester Brewery and Public House,,Portland,Oregon,,United States,,
Nordsj Grdsbryggeri,,Motala,,,Sweden,,
North Coast Brewing Company,455 North Main Street,Fort Bragg,California,95437,United States,http://www.northcoastbrewing.com/home.htm,
North Country Brewery,141 South Main Street,Slippery Rock,Pennsylvania,16057,United States,http://www.northcountrybrewing.com,"Nestled in the heart of downtown Slippery Rock, North Country Brewery typically features 10-15 beers that rotate seasonally.  While this unique restaurant and brewery inhabits a former funeral home, it is quite lively inside.  Featuring a great menu and fun events, North Country Brewery is a great stop for any beer lover."
Northwest Brewwrks,,Kirkland,Washington,,United States,,
Northwoods Brewpub Grill,3560 Oakwood Mall Drive,Eau Claire,Wisconsin,54701,United States,,
NÃ¸gne Ã˜ - Det KompromisslÃ¸se Bryggeri A/S,Gamle Rygene Kraftstasjon,Grimstad,Lunde,,Norway,http://nogne-o.com/,"NÃ¸gne Ã˜ was created by two home brewers. Unable to stay at home we started Norway's first microbrewery for creative brewing. Some times, when we get a momentary glimpse of sanity, we ask ourselves what we have achieved. We think we can say that we have achieved some level of fame, at least locally and among dedicated beer geeks around the world. But more important - before we started NÃ¸gne Ã˜ most Norwegians did not know much about beer styles like IPA, Porter or Amber. This has for sure started to change, and we do feel that we have contributed to what you can call a renaissance of Norwegian beer-culture.  Diversity was one of our main goals - and it does seem like diversity in the world of beers is starting to come back."
O'Fallon Brewery,26 West Industrial Drive,O'Fallon,Missouri,63366,United States,,
O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,55104,United States,,
O'Grady's Brewery and Pub #1,,Arlington Heights,Illinois,,United States,,
O'Hanlon's Brewing Company Ltd.,Great Barton Farm,Exeter,Devon,,United Kingdom,,
O'Hara's Brewpub and Restaurant,,Saint Cloud,Minnesota,,United States,,
Oak Creek Brewery,2050 Yavapai Dr,Sedona,Arizona,86336,United States,http://oakcreekbrew.com/,
Oaken Barrel Brewing,50 North Airport Parkway,Greenwood,Indiana,46143,United States,http://www.oakenbarrel.com/,Oaken Barrel Brewing Co. has built its reputation on its award-winning beers. Head brewer Mark Havens and assistant brewer Andrew Castner brew a variety of fresh ales on-site in small batches. They use a fifteen barrel system to brew six standard house ales and a steady stream of specialty beers.
Oakham Ales,80 Westgate,Peterborough,Cambridge,,United Kingdom,,
Oasis Brewery and Restaurant,,Boulder,Colorado,,United States,,
Oasis Brewery Annex,,Boulder,Colorado,,United States,,
Oconomowoc Brewing,,Oconomowoc,Wisconsin,,United States,,
Odell Brewing,800 East Lincoln Avenue,Fort Collins,Colorado,80524,United States,,
Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,92083,United States,,
Ohio Brewing,,Niles,Ohio,,United States,,
Okanagan Spring Brewery,2801 - 27A Avenue,Vernon,British Columbia,0,Canada,,
Old City Brewing,603 West 13th Street #1A-345,Austin,Texas,78701,United States,,
Old Dominion Brewing Co.,1284 McD Drive,Dover,Delaware,19901,United States,http://www.olddominion.com/,
Old Hat Brewery,114 North Main Street,Lawton,Michigan,49065,United States,,
Olde Main Brewing,316 Main Street,Ames,Iowa,50010,United States,,
Olde Peninsula Brewpub and Restaurant,200 East Michigan Avenue,Kalamazoo,Michigan,49007,United States,,
Oldenberg Brewery,,Fort Mitchell,Kentucky,,United States,,
On Tap Bistro & Brewery,,San Diego,California,,United States,,
Onion Pub & Brewery,22221 Pepper Road,Lake Barrington,Illinois,60010,United States,,
Onopa Brewing,,Milwaukee,Wisconsin,,United States,,
Orchard Street Brewery,,Bellingham,Washington,,United States,,
Oregon Trader Brewing,,Albany,Oregon,,United States,,
Oregon Trail Brewery,341 SW Second Street,Corvallis,Oregon,97333,United States,,
Oriental Brewery,,,,,"Korea, Republic of",,"Oriental Brewery or OB is a South Korean brewery established by the Doosan Group in 1952. It was purchased by InBev in 2003. Today OB produces several of Korea's most popular beverages including the OB, Cass and Cafri lager brands."
Original Basil T's,183 Riverside Avenue,Red Bank,New Jersey,7701,United States,,
Orkney Brewery,Quoyloo,Orkney,Scotland,,United Kingdom,http://www.orkneybrewery.co.uk/,
Orlando Brewing,1301 Atlanta Avenue,Orlando,Florida,32806,United States,http://www.orlandobrewing.com,"They have a wide variety of beers made on premises, with more than a dozen on tap. Bar is is in an industrial area and is kinda bare, but it's got good beer, and good people, and that's what counts. Try the 'Monk-in-the-trunk' stay the hell away from the Winter Park beer.  Bottles, and kegs available as well."
Orlio Organic,5 Bartlett Bay Road,South Burlington,Vermont,5403,United States,http://www.orlio.net/,
Oskar Blues Grill and Brew,303 Main Street,Lyons,Colorado,80540,United States,http://www.oskarblues.com/,
Ostankinskij Pivovarennij Zavod,Ogorodnyj Pr. 20,Moskva,Moskva,,Russia,,
Ottakringer Brauerei AG,Ottakringerstrasse 91,Wien,,,Austria,http://www.ottakringer.at/,
Otter Creek Brewing & Wolaver's Organic Ales,793 Exchange Street,Middlebury,Vermont,5753,United States,http://www.ottercreekbrewing.com/,Otter Creek beers are craft brewed with the finest domestic malts and hops available.
Otto's Pub and Brewery,2105 N. Atherton St.,State College,Pennsylvania,16803,United States,http://www.ottospubandbrewery.com/index.php,"Otto's typically offers a selection of 9-11 beers on draft. These include seasonal offerings as well as some of our favorite year-round ales and lagers including our special cask-conditioned ales. All of our beers are brewed on-premises at Otto's for the utmost freshness and quality control. They are made with the finest ingredients available, all of our skill, and a true love for the craft of brewing. Enjoy!"
Oy Sinebrychoff AB,Sinebrychoffinaukio 1,Kerava,,,Finland,,
Oyster Bar Bistro and Brewery,,Fort Wayne,Indiana,46825,United States,,(No longer brewing)
Pabst Brewing Company,PO Box 1661,San Antonio,Texas,78296,United States,http://www.pabst.com/,"At Pabst Brewing Company, we make beer with history, with a sense of place. From Milwaukee to Motown, through the Pacific Northwest and back East again, our brands are like family and hometown friends. And we should know a little something about regional pride: Since we started in 1844, we've welcomed 24 new states into the Union. Today, Pabst crafts over 25 classic brews with strict adherence to original standards of quality. Our brands rack up national and international festival awards. Most important, they continue to make memories in the places that mean a lot to our consumers."
Pacific Beach Brewhouse,,Pacific Beach,California,,United States,,
Pacific Coast Brewing,906 Washington Street,Oakland,California,94607,United States,,
Pacific Rim Brewing,9832 14th Avenue SW,Seattle,Washington,98106,United States,,
Palm Breweries,Steenhuffeldorp 3,Steenhuffel,Brabant,1840,Belgium,http://www.palmbreweries.com/,"Brouwerij Palm is the brewery of the top-fermented beers from Brabant; in the rural settings of Steenhuffel between Antwerp and Brussels. The duchy of Brabant has a tradition of using all the best ingredients nature has to offer. The Brabant draught horse once was Belgium's most important export product. To emphasise how proud they are of their region of Brabant, Brouwerij Palm uses the Brabant draught horse as a logo for its top-fermented beer Special Palm."
Palmetto Brewing,289 Huger Street,Charleston,South Carolina,29403,United States,,
Panther Brewing Company,Utica NY 13502,Utica,New York,13502,United States,,
Paper City Brewing Company,108 Cabot St.,Holyoke,Massachusetts,1040,United States,,
Park City Brewing,375 West 910 South,Heber City,Utah,84032,United States,,
Paulaner,,Munich,,,Germany,http://www.paulaner.com/,"The name of the Paulaner brewery refers to the order of friars that resided in Neuhauser StraÃŸe in Munich who were part of the order of Saint Francis of Paola. The monks had brewed beer for their own use since 1634. The beer that was permitted to be sold on holidays was a Bock style which gained local fame. After the abolition of the Neudeck Cloister in 1799, the building was converted into a penitentiary. Franz Xaver Zacherl, the brewer, purchased the former cloister brewery and continued the Starkbier tradition with the product Salvator, which is latin for Saviour. In 1861 the Salvatorkeller (Salvator cellar) was opened upon Nockherberg. In 1928 the brewery merged with the GebrÃ¼der Thomas brewery creating Paulaner Salvator Thomas BrÃ¤u. 1994 saw the acquisition into the Kulmbacher brewery group with the affiliated producers Plauen and Chemnitz. A daughter company is the Auer BrÃ¤u AG Rosenheim. Paulaner belongs to the BHI (Brau Holding International AG), a joint venture between SchÃ¶rghuber Ventures (50.1%) and with Holland's Heineken N.V. (49.9%)."
Pearl Street Brewery,1401 Saint Andrew Street,La Crosse,Wisconsin,54603,United States,,
Pelican Pub & Brewery,33180 Cape Kiwanda Drive,Pacific City,Oregon,97135,United States,http://www.pelicanbrewery.com/,
Penn Brewery,800 Vinial St.,Pittsburgh,Pennsylvania,15212,United States,http://www.pennbrew.com/,"Pennsylvania Brewing Company, founded in 1986 by Tom Pastorius to brew authentic German beers, was the first craft brewer in Pennsylvania and a pioneer in the microbrewery movement. The brewery and its restaurant are located in the former Eberhardt and Ober Brewery in the historic Deutschtown section of Pittsburgh's North Side, where beer has been made since 1848. The buildings are listed on the National Register of Historic Sites. Penn Brewery is an authentic German brewery in every detail; from its solid copper brewhouse imported from Germany, fermentation and aging tanks, filtration equipment, kegging and bottling equipment to its imported ingredients, recipes, methods and German brewmaster. All beers are made in accordance with the German beer purity law called the Reinheitsgebot which means that only the four classic ingredients are used in our beer: malted barley (and/or wheat), hops, water and yeast. Adjuncts such as corn and rice are never used. Preservatives and stabilizers are never used. High gravity brewing is never done. Just real, honest, all natural beer made the way it's made in Germany!"
Pennichuck Brewing Company,"127 Elm St., Unit C",Milford,New Hampshire,3055,United States,http://www.pennichuckbrewing.com/,
Pennsylvania Brewing,800 Vinial Street,Pittsburgh,Pennsylvania,15212,United States,,
Pete's Brewing,14800 San Pedro Avenue,San Antonio,Texas,78232,United States,http://www.peteswicked.com/,
Pete's Place,120 SW Eighth Street,Krebs,Oklahoma,74554,United States,,
PH Woods Diner and Brewery,23060 Alessandro Boulevard,Moreno Valley,California,92553,United States,,
Philadelphia Brewing Co,2423 Amber St,Philadelphia,Pennsylvania,19125,United States,http://philadelphiabrewing.com/index.htm,"This is, Philadelphia's one and only Philadelphia Brewing Company; brewers of fine hand crafted Ales from our historic brewery building in the Kensington neighborhood of Philadelphia. Like the history of brewing in Philadelphia the name Philadelphia Brewing Company has gone through many revivals. The same can be said of our brewery building - the former Wiesbrod and Hess Brewing Company complex in Kensington. At Philadelphia Brewing Co we take pride in our brews, our people, and our community. One person could never do everything that it takes to get beer into your glass. And it may sound obvious, but we won't brew anything that we wouldn't drink ourselves - you won't catch us drinking anything called Ultra unless it's a literal name meaning more flavor, more hops, more malt, more carbs. That's because we are Brewers; proud brewers of fine hand crafted Ales from our historic brewery building in the Kensington neighborhood of Philadelphia. Now that's out of the way; we will be starting out with four mainstay brews which will be available in draught and in bottles. Once we're stocked up on the core brews we'll start pumping out regular seasonal or specialty brews. The specialty series will be driven by our individual brewers and the desires and whims of the rest of our family.  The beer is flowing at Philadelphia Brewing co! You can find our four brands on tap at finer establishments all around town!"
